4209,"*[[Alexander Shchetynsky]] (born 1960)","Alexander Shchetynsky"
4210,"*[[Allen Shearer]] (born 1943)","Allen Shearer"
4211,"*[[Vissarion Shebalin]] (1902–1963)","Vissarion Shebalin"
4212,"*[[Sinyan Shen]] (1949–2016)","Sinyan Shen"
4213,"*[[Richard Shephard]] (1949–2021)","Richard Shephard"
4214,"*[[Arthur Shepherd]] (1880–1958)","Arthur Shepherd"
4215,"*[[John Sheppard (composer)|John Sheppard]] (c. 1515 – 1558)","John Sheppard (composer)"
4216,"*[[Charles Shere]] (1935–2020)","Charles Shere"
4217,"*[[Bright Sheng]] (born 1955)","Bright Sheng"
4218,"*[[Gordon Sherwood]] (1929–2013)","Gordon Sherwood"
4219,"*[[William Shield]] (1748–1829)","William Shield"
4220,"*[[Alice Shields]] (born 1943)","Alice Shields"
4221,"*[[Seymour Shifrin]] (1926–1979)","Seymour Shifrin"
4222,"*[[Clare Shore]] (born 1954)","Clare Shore"
4223,"*[[Howard Shore]] (born 1946)","Howard Shore"
4224,"*[[Gregory Short]] (1938–1999)","Gregory Short"
4225,"*[[Dmitri Shostakovich]] (1906–1975)","Dmitri Shostakovich"
4226,"*[[Hugh Shrapnel]] (born 1947)","Hugh Shrapnel"
4227,"*[[Alan Shulman]] (1915–2002)","Alan Shulman"
4228,"*[[Obadiah Shuttleworth]] (c. 1675?–1734)","Obadiah Shuttleworth"
4229,"*[[Jean Sibelius]] (1865–1957)","Jean Sibelius"
4230,"*[[Paul Siefert]] (1586–1666)","Paul Siefert"
4231,"*[[Elie Siegmeister]] (1909–1991)","Elie Siegmeister"
4232,"*[[Arlene Sierra]] (born 1970)","Arlene Sierra"
4233,"*[[Roberto Sierra]] (born 1953)","Roberto Sierra"
4234,"*[[Albert Siklós]] (Schönwald) (1878–1942)","Albert Siklós"
4235,"*[[Sheila Silver]] (born 1946)","Sheila Silver"
4236,"*[[Faye-Ellen Silverman]] (born 1947)","Faye-Ellen Silverman"
4237,"*[[Valentin Silvestrov]] (born 1937)","Valentin Silvestrov"
4238,"*[[William Simmes]] (c. 1575 – c. 1625)","William Simmes"
4239,"*[[Achille Simonetti]] (1857–1928)","Achille Simonetti"
4240,"*[[Rudolph Simonsen]] (1889–1947)","Rudolph Simonsen"
4241,"*[[Christopher Simpson (musician)|Christopher Simpson]] (c. 1602/1606–1669)","Christopher Simpson (musician)"
4242,"*[[Dudley Simpson]] (1922–2017)","Dudley Simpson"
4243,"*[[Robert Simpson (composer)|Robert Simpson]] (1921–1997)","Robert Simpson (composer)"
4244,"*[[Thomas Simpson]] (1582–1628)","Thomas Simpson"
4245,"*[[Ezra Sims]] (1928–2015)","Ezra Sims"
4246,"*[[Christian Sinding]] (1856–1941)","Christian Sinding"
4247,"*[[Jean-Baptiste Singelée]] (1812–1875)","Jean-Baptiste Singelée"
4248,"*[[Alvin Singleton]] (born 1940)","Alvin Singleton"
4249,"*[[Leone Sinigaglia]] (1868–1944)","Leone Sinigaglia"
4250,"*[[Giuseppe Sinopoli]] (1946–2001)","Giuseppe Sinopoli"
4251,"*[[Nicolas Siret]] (1663–1754)","Nicolas Siret"
4252,"*[[Maddalena Laura Sirmen]] (1745–1818)","Maddalena Laura Sirmen"
4253,"*[[Larry Sitsky]] (born 1934)","Larry Sitsky"
4254,"*[[Fredrik Sixten]] (born 1962)","Fredrik Sixten"
4255,"*[[Todor Skalovski]] (1909–2004)","Todor Skalovski"
4256,"*[[Peter Skellern]] (1947–2017)","Peter Skellern"
4257,"*[[Howard Skempton]] (born 1947)","Howard Skempton"
4258,"*[[Matthew Sklar]] (born 1973)","Matthew Sklar"
4259,"*[[František Škroup]] (1801–1862)","František Škroup"
4260,"*[[Jan Nepomuk Škroup]] (1811–1892)","Jan Nepomuk Škroup"
4261,"*[[Thomas Sleeper]] (1956–2022)","Thomas Sleeper"
4262,"*[[Nicolas Slonimsky]] (1894–1995)","Nicolas Slonimsky"
4263,"*[[Haskell Small]] (born 1948)","Haskell Small"
4264,"*[[Antonio Smareglia]] (1854–1929)","Antonio Smareglia"
4265,"*[[Bedřich Smetana]] (1824–1884)","Bedřich Smetana"
4266,"*[[Dmitri Smirnov (composer)|Dmitri Smirnov]] (1948–2020)","Dmitri Smirnov (composer)"
4267,"*[[Leo Smit (Dutch composer)|Leo Smit]] (1900–1943)","Leo Smit (Dutch composer)"
4268,"*[[Leo Smit (American composer)|Leo Smit]] (1921–1999)","Leo Smit (American composer)"
4269,"*[[Alice Mary Smith]] (1839–1884)","Alice Mary Smith"
4270,"*[[Dave Smith (composer)|Dave Smith]] (born 1949)","Dave Smith (composer)"
4271,"*[[John Christopher Smith]] (1712–1795)","John Christopher Smith"
4272,"*[[John Stafford Smith]] (1750–1836)","John Stafford Smith"
4273,"*[[Julia Smith (composer)|Julia Smith]] (1911–1989)","Julia Smith (composer)"
4274,"*[[Robert W. Smith (musician)|Robert W. Smith]] (1958–2023)","Robert W. Smith (musician)"
4275,"*[[Sydney Smith (composer)|Sydney Smith]] (1839–1889)","Sydney Smith (composer)"
4276,"*[[William Smith (composer)|William Smith]] (1603–1645)","William Smith (composer)"
4277,"*[[Bill Smith (jazz musician)|William O. Smith]] (1926–2020)","Bill Smith (jazz musician)"
4278,"*[[Adi Smolar]] (born 1959)","Adi Smolar"
4279,"*[[Martin Smolka]] (born 1959)","Martin Smolka"
4280,"*[[Ethel Smyth]] (1858–1944)","Ethel Smyth"
4281,"*[[Ragnar Søderlind]] (born 1945)","Ragnar Søderlind"
4282,"*[[August Söderman]] (1832–1876)","August Söderman"
4283,"*[[Nikolay Sokolov (composer)|Nikolay Sokolov]] (1859–1922)","Nikolay Sokolov (composer)"
4284,"*[[Mikhail Sokolovsky (composer)|Mikhail Sokolovsky]] (1756 – after 1795)","Mikhail Sokolovsky (composer)"
4285,"*[[Nahre Sol]] (born 1991)","Nahre Sol"
4286,"*[[Charles Michael Alexis Sola]] (1786–1857)","Charles Michael Alexis Sola"
4287,"*[[Solage]] (fl. late 14th century)","Solage"
4288,"*[[Juan María Solare]] (born 1966)","Juan María Solare"
4289,"*[[Alessandro Solbiati]] (born 1956)","Alessandro Solbiati"
4290,"*[[Antonio Soler]] (1729–1783)","Antonio Soler"
4291,"*[[Temistocle Solera]] (1815–1878)","Temistocle Solera"
4292,"*[[Jean-Pierre Solié]] (1755–1812)","Jean-Pierre Solié"
4293,"*[[Carlo Evasio Soliva|Carlo Soliva]] (1791–1853)","Carlo Evasio Soliva"
4294,"*[[Giovanni Sollima]] (born 1962)","Giovanni Sollima"
4295,"*[[Edward Solomon]] (1855–1895)","Edward Solomon"
4296,"*[[Harry Somers]] (1925–1999)","Harry Somers"
4297,"*[[Arthur Somervell]] (1863–1937)","Arthur Somervell"
4298,"*[[Giovanni Battista Somis]] (1686–1763)","Giovanni Battista Somis"
4299,"*[[S. P. Somtow]] (Somtow Sucharitkul) (born 1952)","S. P. Somtow"
4300,"*[[Stephen Sondheim]] (1930–2021)","Stephen Sondheim"
4301,"*[[Fernando Sor]] (1778–1839)","Fernando Sor"
4302,"*[[Kaikhosru Shapurji Sorabji]] (1892–1988)","Kaikhosru Shapurji Sorabji"
4303,"*[[Francesco Soriano]] (c. 1548 – 1621)","Francesco Soriano"
4304,"*[[Luka Sorkočević]] (1734–1789)","Luka Sorkočević"
4305,"*[[Pablo Sorozábal]] (1897–1988)","Pablo Sorozábal"
4306,"*[[Mauricio Sotelo]] (born 1961)","Mauricio Sotelo"
4307,"*[[Jeremy Soule]] (born 1975)","Jeremy Soule"
4308,"*[[André Souris]] (1899–1970)","André Souris"
4309,"*[[John Philip Sousa]] (1854–1932)","John Philip Sousa"
4310,"*[[Leo Sowerby]] (1895–1968)","Leo Sowerby"
4311,"*[[Johannes Spech]] (c. 1767 – 1836)","Johannes Spech"
4312,"*[[Benjamin Speed]] (born 1979)","Benjamin Speed"
4313,"*[[Alexander Spendiaryan]] (1871–1928)","Alexander Spendiaryan"
4314,"*[[Johannes Matthias Sperger]] (1750–1812)","Johannes Matthias Sperger"
4315,"*[[Johann Speth]] (1664 – after 1719)","Johann Speth"
4316,"*[[Leo Spies]] (1899–1965)","Leo Spies"
4317,"*[[Francesco Spinacino]] (fl. 1507)","Francesco Spinacino"
4318,"*[[Georgia Spiropoulos]] (born 1965)","Georgia Spiropoulos"
4319,"*[[Louis Spohr]] (1784–1859)","Louis Spohr"
4320,"*[[Gaspare Spontini]] (1774–1851)","Gaspare Spontini"
4321,"*[[Peter Sprague]] (born 1955)","Peter Sprague"
4322,"*[[Lewis Spratlan]] (1940–2023)","Lewis Spratlan"
4323,"*[[Rudi Spring]] (born 1962)","Rudi Spring"
4324,"*[[Richard St. Clair]] (born 1946)","Richard St. Clair"
4325,"*[[Pieter van der Staak]] (1930–2007)","Pieter van der Staak"
4326,"*[[Annibale Stabile]] (c. 1535 – 1595)","Annibale Stabile"
4327,"*[[Johann Staden]] (1581–1634)","Johann Staden"
4328,"*[[Sigmund Theophil Staden]] (1607–1655)","Sigmund Theophil Staden"
4329,"*[[Hans Stadlmair]] (1929–2019)","Hans Stadlmair"
4330,"*[[John Stainer]] (1840–1901)","John Stainer"
4331,"*[[Camille-Marie Stamaty]] (1811–1870)","Camille-Marie Stamaty"
4332,"*[[Anton Stamitz]] (1754 – c. 1798/1809)","Anton Stamitz"
4333,"*[[Carl Stamitz]] (1745–1801)","Carl Stamitz"
4334,"*[[Johann Stamitz]] (1717–1757)","Johann Stamitz"
4335,"*[[Jack Stamp]] (born 1954)","Jack Stamp"
4336,"*[[Alexei Stanchinsky]] (1888–1914)","Alexei Stanchinsky"
4337,"*[[Hatto Ständer]] (1926–2000)","Hatto Ständer"
4338,"*[[Patric Standford]] (1939–2014)","Patric Standford"
4339,"*[[Charles Villiers Stanford]] (1852–1924)","Charles Villiers Stanford"
4340,"*[[John Stanley (composer)|John Stanley]] (1712–1786)","John Stanley (composer)"
4341,"*[[George Stansbury]] (1800 – 1845)","George Stansbury"
4342,"*[[Robert Starer]] (1924–2001)","Robert Starer"
4343,"*[[Josef Starzer|Joseph Starzer]] (c. 1726 – 1787)","Josef Starzer"
4344,"*[[Roman Statkowski]] (1859–1925)","Roman Statkowski"
4345,"*[[Maria Fredrica von Stedingk]] (1799–1868)","Maria Fredrica von Stedingk"
4346,"*[[Christopher Steel (composer)|Christopher Steel]] (1938–1991)","Christopher Steel (composer)"
4347,"*[[Agostino Steffani]] (1653–1728)","Agostino Steffani"
4348,"*[[Walter Steffens (composer)|Walter Steffens]] (born 1934)","Walter Steffens (composer)"
4349,"*[[Daniel Steibelt]] (1765–1823)","Daniel Steibelt"
4350,"*[[Johann Ulrich Steigleder]] (1593–1635)","Johann Ulrich Steigleder"
4351,"*[[Max Steiner]] (1888–1971)","Max Steiner"
4352,"*[[Jim Steinman]] (1947–2021)","Jim Steinman"
4353,"*[[Wilhelm Stenhammar]] (1871–1927)","Wilhelm Stenhammar"
4354,"*[[Stephen of Liège]]<!--Referred to as ""Stephen"", not ""of Liège""--> ({{circa|850}}–920)<ref>{{cite encyclopedia |last=Huglo |first=Michel |year=2001 |encyclopedia=[[Grove Music Online]] |title=Stephen of Liège |publisher=[[Oxford University Press]] |location=Oxford |access-date=1 September 2020 |doi=10.1093/gmo/9781561592630.article.26706 |isbn=978-1-56159-263-0 |url-access=subscription |url=https://www.oxfordmusiconline.com/grovemusic/view/10.1093/gmo/9781561592630.001.0001/omo-9781561592630-e-0000026706 }} {{Grove Music subscription}}</ref> ","Stephen of Liège"
4355,"*[[Rudi Stephan]] (1887–1915)","Rudi Stephan"
4356,"*[[George Stephănescu]] (1843–1925)","George Stephănescu"
4357,"*[[Johann Franz Xaver Sterkel]] (1750–1817)","Johann Franz Xaver Sterkel"
4358,"*[[Max Stern (composer)|Max Stern]] (born 1947)","Max Stern (composer)"
4359,"*[[Daniel Sternefeld]] (1905–1986)","Daniel Sternefeld"
4360,"*[[Bernard Stevens]] (1916–1983)","Bernard Stevens"
4361,"*[[John Andrew Stevenson]] (1761–1833)","John Andrew Stevenson"
4362,"*[[Robert Prescott Stewart]] (1825–1894)","Robert Prescott Stewart"
4363,"*[[Ernstalbrecht Stiebler]] (born 1934)","Ernstalbrecht Stiebler"
4364,"*[[William Grant Still]] (1895–1978)","William Grant Still"
4365,"*[[Karlheinz Stockhausen]] (1928–2007)","Karlheinz Stockhausen"
4366,"*[[Robert Stoepel]] (1821–1887)","Robert Stoepel"
4367,"*[[Petar Stojanović (composer)|Petar Stojanović]] (1877–1957)","Petar Stojanović (composer)"
4368,"*[[Zygmunt Stojowski]] (1870–1946)","Zygmunt Stojowski"
4369,"*[[Johannes de Stokem]] (c. 1445 – 1487)","Johannes de Stokem"
4370,"*[[Robert Stolz]] (1880–1975)","Robert Stolz"
4371,"*[[Thomas Stoltzer]] (c. 1480 – 1526)","Thomas Stoltzer"
4372,"*[[Kurt-Heinz Stolze]] (1926–1970)","Kurt-Heinz Stolze"
4373,"*[[Gottfried Heinrich Stölzel]] (1690–1749)","Gottfried Heinrich Stölzel"
4374,"*[[Ingrid Stölzel]] (born 1971)","Ingrid Stölzel"
4375,"*[[Nathaniel Stookey]] (born 1970)","Nathaniel Stookey"
4376,"*[[Bernardo Storace]] (fl. 1664)<!--sometimes given as c. 1637–c. 1707-->","Bernardo Storace"
4377,"*[[Stephen Storace]] (1762–1796)","Stephen Storace"
4378,"*[[Herbert Stothart]] (1885–1949)","Herbert Stothart"
4379,"*[[Alessandro Stradella]] (1639–1682)","Alessandro Stradella"
4380,"*[[Robert Strassburg]] (1915–2003)","Robert Strassburg"
4381,"*[[Georg Christoph Strattner]] (c. 1644 – 1704)","Georg Christoph Strattner"
4382,"*[[Christoph Straus]] (1575–1631)","Christoph Straus"
4383,"*[[Eduard Strauss]] (1835–1916)","Eduard Strauss"
4384,"*[[Oscar Straus (composer)|Oscar Straus]] (1870–1954)","Oscar Straus (composer)"
4385,"*[[Johann Strauss I]] (1804–1849)","Johann Strauss I"
4386,"*[[Johann Strauss II]] (1825–1899)","Johann Strauss II"
4387,"*[[Josef Strauss]] (1827–1870)","Josef Strauss"
4388,"*[[Richard Strauss]] (1864–1949)","Richard Strauss"
4389,"*[[Igor Stravinsky]] (1882–1971)","Igor Stravinsky"
4390,"*[[Soulima Stravinsky]] (1910–1994)","Soulima Stravinsky"
4391,"*[[Heinrich Strecker]] (1893–1981)","Heinrich Strecker"
4392,"*[[Alessandro Striggio]] (c. 1536/1537–1592)","Alessandro Striggio"
4393,"*[[Siegfried Strohbach]] (1929–2019)","Siegfried Strohbach"
4394,"*[[George Strong (composer)|George Strong]] (1856–1948)","George Strong (composer)"
4395,"*[[Barbara Strozzi]] (1619–1677)","Barbara Strozzi"
4396,"*[[Delphin Strungk]] (1600/1601–1694)","Delphin Strungk"
4397,"*[[Nicolaus Adam Strungk]] (1640–1700)","Nicolaus Adam Strungk"
4398,"*[[Jean-Baptiste Stuck]] (1680–1755)","Jean-Baptiste Stuck"
4399,"*[[Steven Stucky]] (1949–2016)","Steven Stucky"
4400,"*[[Morton Subotnick]] (born 1933)","Morton Subotnick"
4401,"*[[Eugen Suchoň]] (1908–1993)","Eugen Suchoň"
4402,"*[[Peeter Süda]] (1883–1920)","Peeter Süda"
4403,"*[[Dana Suesse]] (1909–1987)","Dana Suesse"
4404,"*[[Rezső Sugár]] (1919–1988)","Rezső Sugár"
4405,"*[[Josef Suk (composer)|Josef Suk]] (1874–1935)","Josef Suk (composer)"
4406,"*[[Stjepan Šulek]] (1914–1986)","Stjepan Šulek"
4407,"*[[Arthur Sullivan]] (1842–1900)","Arthur Sullivan"
4408,"*[[Julius Sulzer]] (1830–1891)","Julius Sulzer"
4409,"*[[Herbert Sumsion]] (1899–1995)","Herbert Sumsion"
4410,"*[[Franz von Suppé]] (1819–1895)","Franz von Suppé"
4411,"*[[Carlos Surinach]] (1915–1997)","Carlos Surinach"
4412,"*[[Conrad Susa]] (1935–2013)","Conrad Susa"
4413,"*[[Tielman Susato]] (c. 1510/1515–after 1570)","Tielman Susato"
4414,"*[[Franz Xaver Süssmayr]] (1766–1803)","Franz Xaver Süssmayr"
4415,"*[[Heinrich Sutermeister]] (1910–1995)","Heinrich Sutermeister"
4416,"*[[Margaret Sutherland]] (1897–1984)","Margaret Sutherland"
4417,"*[[Johan Svendsen]] (1840–1911)","Johan Svendsen"
4418,"*[[Georgy Sviridov]] (1915–1998)","Georgy Sviridov"
4419,"*[[Tomas Svoboda (composer)|Tomas Svoboda]] (1939–2022)","Tomas Svoboda (composer)"
4420,"*[[Jan Swafford]] (born 1946)","Jan Swafford"
4421,"*[[Donald Swann]] (1923–1994)","Donald Swann"
4422,"*[[Giles Swayne]] (born 1946)","Giles Swayne"
4423,"*[[Jan Pieterszoon Sweelinck]] (1562–1621)","Jan Pieterszoon Sweelinck"
4424,"*[[William Sweeney (composer)|William Sweeney]] (born 1950)","William Sweeney (composer)"
4425,"*[[Ferenc Szabó (composer)|Ferenc Szabó]] (1902–1969)","Ferenc Szabó (composer)"
4426,"*[[Stanisław Sylwester Szarzyński]] (c. 1650 – c. 1720)","Stanisław Sylwester Szarzyński"
4427,"*[[Tomasz Szadek]] (1550–1612)","Tomasz Szadek"
4428,"*[[Zsigmond Szathmáry]] (born 1939)","Zsigmond Szathmáry"
4429,"*[[Tadeusz Szeligowski]] (1896–1963)","Tadeusz Szeligowski"
4430,"*[[Albert Szirmai]] (Sirmay) (1880–1967)","Albert Szirmai"
4431,"*[[Władysław Szpilman]] (1911–2000)","Władysław Szpilman"
4432,"*[[Maria Agata Szymanowska]] (1789–1831)","Maria Agata Szymanowska"
4433,"*[[Karol Szymanowski]] (1882–1937)","Karol Szymanowski"
4434,"*[[Emil Tabakov]] (born 1947)","Emil Tabakov"
4435,"*[[Paul Taffanel]] (1844–1908)","Paul Taffanel"
4436,"*[[Walter Taieb]] (born 1973)","Walter Taieb"
4437,"*[[Germaine Tailleferre]] (1892–1983)","Germaine Tailleferre"
4438,"*[[Ayuo Takahashi]] (born 1960)","Ayuo Takahashi"
4439,"*[[Yuji Takahashi]] (born 1938)","Yuji Takahashi"
4440,"*[[Tōru Takemitsu]] (1930–1996)","Tōru Takemitsu"
4441,"*[[Otar Taktakishvili]] (1924–1989)","Otar Taktakishvili"
4442,"*[[Josef Tal]] (1910–2008)","Josef Tal"
4443,"*[[Joby Talbot]] (born 1971)","Joby Talbot"
4444,"*[[Thomas Tallis]] (c. 1505 – 1585)","Thomas Tallis"
4445,"*[[Louise Talma]] (1906–1996)","Louise Talma"
4446,"*[[Yankel Talmud]] (1885–1965)","Yankel Talmud"
4447,"*[[Eino Tamberg]] (1930–2010)","Eino Tamberg"
4448,"*[[David Tamkin]] (1906–1975)","David Tamkin"
4449,"*[[Bertha Tammelin]] (1836–1915)","Bertha Tammelin"
4450,"*[[Tan Dun]] (born 1957)","Tan Dun"
4451,"*[[Kohei Tanaka (composer)|Kohei Tanaka]] (born 1954)","Kohei Tanaka (composer)"
4452,"*[[Alexander Taneyev]] (1850–1918)","Alexander Taneyev"
4453,"*[[Sergei Taneyev]] (1856–1915)","Sergei Taneyev"
4454,"*[[Alexandre Tansman]] (1897–1986)","Alexandre Tansman"
4455,"*[[Johannes Tapissier]] (c. 1370–before 1410)","Johannes Tapissier"
4456,"*[[Hurrians#Music|Tapšiẖuni]] (c. 1400 BC)","Hurrians#Music"
4457,"*[[Angelo Tarchi (composer)|Angelo Tarchi]] (1760–1814)","Angelo Tarchi (composer)"
4458,"*[[Mikael Tariverdiev]] (1931–1996)","Mikael Tariverdiev"
4459,"*[[Vladimir Tarnopolsky]] (born 1955)","Vladimir Tarnopolsky"
4460,"*[[Francisco Tárrega]] (1852–1909)","Francisco Tárrega"
4461,"*[[Giuseppe Tartini]] (1692–1770)","Giuseppe Tartini"
4462,"*[[Phyllis Tate]] (1911–1987)","Phyllis Tate"
4463,"*[[Emil Taubert]] (1844–1895)","Emil Taubert"
4464,"*[[Wilhelm Taubert]] (1811–1891)","Wilhelm Taubert"
4465,"*[[Franz Tausch]] (1762–1817)","Franz Tausch"
4466,"*[[Karl Tausig]] (1841–1871)","Karl Tausig"
4467,"*[[John Tavener]] (1944–2013)","John Tavener"
4468,"*[[John Taverner]] (c. 1490 – 1545)","John Taverner"
4469,"*[[Deems Taylor]] (1885–1966)","Deems Taylor"
4470,"*[[Matthew Taylor (composer)|Matthew Taylor]] (born 1964)","Matthew Taylor (composer)"
4471,"*[[Raynor Taylor]] (1747–1825)","Raynor Taylor"
4472,"*[[Boris Tchaikovsky]] (Chaikovsky) (1925–1996)","Boris Tchaikovsky"
4473,"*[[Pyotr Ilyich Tchaikovsky]] (1840–1893)","Pyotr Ilyich Tchaikovsky"
4474,"*[[Alexander Tcherepnin]] (1899–1977)","Alexander Tcherepnin"
4475,"*[[Ivan Tcherepnin]] (1943–1998)","Ivan Tcherepnin"
4476,"*[[Nikolai Tcherepnin]] (1873–1946)","Nikolai Tcherepnin"
4477,"*[[Serge Tcherepnin]] (born 1941)","Serge Tcherepnin"
4478,"*[[António Teixeira (composer)|António Teixeira]] (1707–1769)","António Teixeira (composer)"
4479,"*[[Jeroen Tel]] (born 1972)","Jeroen Tel"
4480,"*[[Georg Philipp Telemann]] (1681–1767)","Georg Philipp Telemann"
4481,"*[[Thomas Tellefsen]] (1823–1874)","Thomas Tellefsen"
4482,"*[[Hope Temple]] (1859–1938)","Hope Temple"
4483,"*[[Alec Templeton]] (1909–1963)","Alec Templeton"
4484,"*[[James Tenney]] (1934–2006)","James Tenney"
4485,"*[[Octave Octavian Teodorescu]] (born 1963)","Octave Octavian Teodorescu"
4486,"*[[Domènech Terradellas]] (1713–1751)","Domènech Terradellas"
4487,"*[[Claude Terrasse]] (1867–1923)","Claude Terrasse"
4488,"*[[Melchior Teschner]] (1584–1635)","Melchior Teschner"
4489,"*[[John Tesh]] (born 1952)","John Tesh"
4490,"*[[Flavio Testi]] (1923–2014)","Flavio Testi"
4491,"*[[George Thalben-Ball]] (1896–1987)","George Thalben-Ball"
4492,"*[[Sigismond Thalberg]] (1812–1871)","Sigismond Thalberg"
4493,"*[[Johann Theile]] (1646–1724)","Johann Theile"
4494,"*[[Mikis Theodorakis]] (1925–2021)","Mikis Theodorakis"
4495,"*[[Károly Thern]] (1817–1886)","Károly Thern"
4496,"*[[István Thomán]] (1862–1940)","István Thomán"
4497,"*[[Ambroise Thomas]] (1811–1896)","Ambroise Thomas"
4498,"*[[Jennifer Thomas (pianist)]] (born 1977)","Jennifer Thomas (pianist)"
4499,"*[[Randall Thompson]] (1899–1984)","Randall Thompson"
4500,"*[[Robert Scott Thompson]] (born 1959)","Robert Scott Thompson"
4501,"*[[César Thomson]] (1857–1931)","César Thomson"
4502,"*[[Virgil Thomson]] (1896–1989)","Virgil Thomson"
4503,"*[[Francis Thorne]] (1922–2017)","Francis Thorne"
4504,"*[[John Thow]] (1949–2007)","John Thow"
4505,"*[[Ludwig Thuille]] (1861–1907)","Ludwig Thuille"
4506,"*[[Frank Ticheli]] (born 1958)","Frank Ticheli"
4507,"*[[Otto Albert Tichý]] (1890–1973)","Otto Albert Tichý"
4508,"*[[Jukka Tiensuu]] (born 1948)","Jukka Tiensuu"
4509,"*[[Anton Ferdinand Tietz]] (1742–1811)","Anton Ferdinand Tietz"
4510,"*[[Ivo Tijardović]] (1895–1976)","Ivo Tijardović"
4511,"*[[Frederick C. Tillis]] (1930–2020)","Frederick C. Tillis"
4512,"*[[Michael Tilson Thomas]] (born 1944)","Michael Tilson Thomas"
4513,"*[[Christopher Tin]] (born 1976)","Christopher Tin"
4514,"*[[Johannes Tinctoris]] (c. 1435 – 1511)","Johannes Tinctoris"
4515,"*[[Edgar Tinel]] (1854–1912)","Edgar Tinel"
4516,"*[[Luís Tinoco (composer)|Luís Tinoco]] (born 1969)","Luís Tinoco (composer)"
4517,"*[[Dimitri Tiomkin]] (1894–1979)","Dimitri Tiomkin"
4518,"*[[Michael Tippett]] (1905–1998)","Michael Tippett"
4519,"*[[Boris Tishchenko]] (1939–2010)","Boris Tishchenko"
4520,"*[[Jean Titelouze]] (1562/1563–1633)","Jean Titelouze"
4521,"*[[Anton Emil Titl]] (1809–1882)","Anton Emil Titl"
4522,"*[[Alexey Nikolayevich Titov]] (1769–1827)","Alexey Nikolayevich Titov"
4523,"*[[Katia Tiutiunnik]] (born 1967)","Katia Tiutiunnik"
4524,"*[[Rudolf Tobias]] (1873–1918)","Rudolf Tobias"
4525,"*[[Helen Tobias-Duesberg]] (1919–2010)","Helen Tobias-Duesberg"
4526,"*[[Ernst Toch]] (1887–1964)","Ernst Toch"
4527,"*[[Camillo Togni]] (1922–1993)","Camillo Togni"
4528,"*[[George Tolhurst]] (1827–1877)","George Tolhurst"
4529,"*[[Václav Tomášek]] (1774–1850)","Václav Tomášek"
4530,"*[[Henri Tomasi]] (1901–1971)","Henri Tomasi"
4531,"*[[Marko Tomasović (composer)|Marko Tomasović]] (born 1976)","Marko Tomasović (composer)"
4532,"*[[Thomas Tomkins]] (1572–1656)","Thomas Tomkins"
4533,"*[[Giuseppe Torelli]] (1658–1709)","Giuseppe Torelli"
4534,"*[[Michael Torke]] (born 1961)","Michael Torke"
4535,"*[[Mel Tormé]] (1925–1999)","Mel Tormé"
4536,"*[[George William Torrance]] (1835–1907)","George William Torrance"
4537,"*[[Francisco de la Torre]] (fl. 1483–1504)","Francisco de la Torre"
4538,"*[[Tomás de Torrejón y Velasco]] (1644–1728)","Tomás de Torrejón y Velasco"
4539,"*[[José de Torres]] (1665–1738)","José de Torres"
4540,"*[[Federico Moreno Torroba]] (1891–1982)","Federico Moreno Torroba"
4541,"*[[Paul Tortelier]] (1914–1990)","Paul Tortelier"
4542,"*[[Paolo Tosti]] (1846–1916)","Paolo Tosti"
4543,"*[[Charles Tournemire]] (1870–1939)","Charles Tournemire"
4544,"*[[Allen Toussaint]] (1938–2015)","Allen Toussaint"
4545,"*[[Donald Tovey|Donald Francis Tovey]] (1875–1940)","Donald Tovey"
4546,"*[[Joan Tower]] (born 1938)","Joan Tower"
4547,"*[[Geoffrey Toye]] (1889–1942)","Geoffrey Toye"
4548,"*[[Antonio Tozzi]] (1736–1812)","Antonio Tozzi"
4549,"*[[Giovanni Maria Trabaci]] (1575–1647)","Giovanni Maria Trabaci"
4550,"*[[Tommaso Traetta]] (1727–1779)","Tommaso Traetta"
4551,"*[[Cornel Trăilescu]] (1926–2019)","Cornel Trăilescu"
4552,"*[[Giovanni Battista Treviso]] (fl. 1650s)","Giovanni Battista Treviso"
4553,"*[[Jean Balthasar Tricklir]] (1750–1813)","Jean Balthasar Tricklir"
4554,"*[[Joan Trimble]] (1915–2000)","Joan Trimble"
4555,"*[[Giacomo Tritto]] (1733–1824)","Giacomo Tritto"
4556,"*[[Bartolomeo Tromboncino]] (c. 1470 – after 1534)","Bartolomeo Tromboncino"
4557,"*[[Friedrich Hieronymus Truhn]] (1811–1886)","Friedrich Hieronymus Truhn"
4558,"*[[Frankie Trumbauer]] (1901–1956)","Frankie Trumbauer"
4559,"*[[Harold Truscott]] (1914–1992)","Harold Truscott"
4560,"*[[Julia Tsenova]] (1948–2010)","Julia Tsenova"
4561,"*[[Eduard Tubin]] (1905–1982)","Eduard Tubin"
4562,"*[[Tui St. George Tucker]] (1924–2004)","Tui St. George Tucker"
4563,"*[[Henry VIII]] (1491–1547)","Henry VIII"
4564,"*[[Erik Tulindberg]] (1761–1814)","Erik Tulindberg"
4565,"*[[František Tůma]] (1704–1774)","František Tůma"
4566,"*[[Franz Tunder]] (1614–1667)","Franz Tunder"
4567,"*[[Joaquín Turina]] (1882–1949)","Joaquín Turina"
4568,"*[[Francesco Turini]] (1589–1656)","Francesco Turini"
